Signature ID,Percent Overlap (P915_H_p),adj p-val (P915_H_p),Overlap (P915_H_p),Score (P915_H_p)
KEGG_DILATED_CARDIOMYOPATHY,17.8,0.4125356916,LMNA|EMD|DMD|ADCY9|ACTB|ITGB5|ITGB1|ITGA4|ATP2A2|TPM3|ADCY3|ADCY2|ADCY6|PRKACA|SLC8A1|DAG1,1.6433999538
KEGG_DNA_REPLICATION,47.2,0.1357438017,RFC1|MCM3|POLD3|POLA1|MCM6|MCM2|LIG1|POLE|RNASEH2A|MCM7|MCM4|MCM5|POLA2|RPA1|POLE3|RNASEH1|RFC3,2.6407999992
KEGG_DORSO_VENTRAL_AXIS_FORMATION,50,0.9168043746,SOS2|SOS1|MAPK3|ETS1|MAPK1|SPIRE1|ETV6|SPIRE2|CPEB1|NOTCH2|NOTCH1|EGFR,0.2596000135
KEGG_ENDOCYTOSIS,39.8,0.3234425349,NEDD4L|EEA1|CBLB|ARFGAP1|LDLRAP1|ARFGAP3|TSG101|USP8|GIT1|ARAP1|CBL|ERBB3|PIP5K1A|SH3KBP1|RAB4A|ARFGAP2|DNM1L|AGAP1|PARD3|VPS37A|EPN1|CHMP5|CLTA|ASAP1|SRC|DAB2|ASAP2|VPS4B|EPS15|CHMP6|ARAP2|CHMP4B|PARD6G|RAB11FIP5|PLD1|CHMP2B|ARRB1|IQSEC2|SH3GL1|EHD1|RAB11A|HSPA8|SMURF1|RABEP1|PDCD6IP|AP2M1|MET|HSPA1L|EPN2|IQSEC1|RAB11FIP4|PARD6B|RAB5C|ASAP3|CLTC|PIKFYVE|ITCH|GIT2|ACAP2|RAB11FIP2|RAB5A|ARAP3|DNAJC6|RAB11FIP1|PRKCI|EGFR|RAB11FIP3|ACAP3|PSD3|DNM1|RAB5B|RUFY1,-1.964599967
KEGG_ENDOMETRIAL_CANCER,53.8,0.5539769134,SOS2|ERBB2|ARAF|MLH1|MAP2K2|SOS1|MAPK3|PDPK1|AKT3|ILK|BRAF|CTNNA1|MAPK1|APC|RAF1|APC2|BAD|GSK3B|PIK3R1|AXIN1|PIK3R2|ELK1|PIK3CD|FOXO3|CTNNB1|EGFR|CDH1|AKT2,-1.2853000164
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,44.1,0.4595559222,MAPK14|PAK1|PLCG1|GIT1|MAPK12|MAP2K4|CASP3|ATP6V0A2|NFKB1|SRC|MAPK8|ADAM10|TJP1|PTPN11|ATP6V1B2|JUN|MET|PLCG2|PTPRZ1|IKBKB|ATP6V1A|IKBKG|MAPK9|ADAM17|LYN|EGFR|JAM3|RELA|RAC1|F11R,1.5302000046
KEGG_ERBB_SIGNALING_PATHWAY,59.8,0.3446105429,SOS2|CBLB|SHC1|MTOR|PAK1|PLCG1|STAT5B|ERBB2|ARAF|CBL|PAK2|EIF4EBP1|ERBB3|MAP2K4|ABL1|MAP2K2|SOS1|MAPK3|AKT3|BRAF|SHC4|SRC|MAPK1|ABL2|MAPK8|RAF1|CAMK2D|CDKN1B|BAD|CRK|STAT5A|GSK3B|PIK3R1|RPS6KB1|JUN|MAP2K7|NCK1|PLCG2|PAK4|NCK2|PIK3R2|GAB1|ELK1|PIK3CD|PTK2|MAPK9|EGFR|CDKN1A|PRKCA|AKT2|CAMK2B|CAMK2G,-1.8327000141
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,38,0.3468973876,SOS2|MAPK14|PLCG1|MAPK12|PRKCD|MAP2K4|MAP2K2|SOS1|PRKCE|MAPK3|PLA2G4A|PDPK1|AKT3|MAPK1|MAPK8|RAF1|GAB2|PIK3R1|MAP2K7|PLCG2|PIK3R2|MAP2K3|PIK3CD|LCP2|MAPK9|LYN|PRKCA|RAC1|FYN|AKT2,1.8954000473
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,45.8,0.9800682962,MYO10|PAK1|PLCG1|PRKCD|PIP5K1A|LIMK1|VASP|DNM1L|PRKCE|MAPK3|PLA2G4A|MARCKS|AKT3|ASAP1|ARPC5|MARCKSL1|MAPK1|ASAP2|RAF1|WASL|PLD1|GAB2|ARPC1B|WASF2|CRK|LIMK2|WASF3|PIK3R1|CFL1|RPS6KB1|PLCG2|SPHK2|WASF1|PIK3R2|ASAP3|PIK3CD|PIKFYVE|LYN|ARPC5L|DNM1|PRKCA|RAC1|CFL2|AKT2,0.0785999969
KEGG_FOCAL_ADHESION,34.7,0.3989840535,FLNB|FLNA|ARHGAP5|SOS2|SHC1|PAK1|ERBB2|PAK2|ARHGAP35|TLN1|VASP|PPP1CB|SOS1|MAPK3|PDPK1|ZYX|PXN|MYLK|AKT3|BCAR1|PPP1R12A|ILK|BRAF|VCL|SHC4|SRC|MAPK1|MAPK8|RAF1|ACTB|ITGB5|PPP1CA|DIAPH1|BAD|CRK|RAPGEF1|CAV2|GSK3B|PIK3R1|XIAP|DOCK1|ITGB1|JUN|MET|RAP1A|PAK4|ACTN4|ITGA4|PIK3R2|ELK1|PIK3CD|PTK2|MAPK9|FLNC|PARVA|CTNNB1|ACTN1|EGFR|TNC|ROCK2|PARVB|MYL9|ACTN2|CAPN2|TLN2|PRKCA|RAC1|FYN|AKT2,-1.7474000454
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,35.3,0.3468973876,MTMR6|PFKFB3|PFKFB4|TPI1|PFKFB2|HK1|ALDOA|AKR1B1|PFKM|PFKP|MTMR2|PFKL,1.8162000179
KEGG_GAP_JUNCTION,32.2,0.8902439024,PLCB3|TUBB|TUBA1C|SOS2|TUBA4A|ITPR1|ITPR3|MAPK7|MAP2K2|SOS1|MAPK3|SRC|MAPK1|ADCY9|TJP1|RAF1|TUBB4B|CSNK1D|CDK1|PRKG2|MAP3K2|PLCB1|PLCB2|EGFR|ADCY3|ADCY2|ADCY6|PRKACA|PRKCA,0.3600000143
KEGG_GLIOMA,41.5,0.9906068178,SOS2|SHC1|MTOR|PLCG1|ARAF|MAP2K2|SOS1|MAPK3|AKT3|BRAF|SHC4|MAPK1|RAF1|CAMK2D|PIK3R1|PLCG2|PIK3R2|PIK3CD|E2F1|EGFR|E2F3|RB1|CDKN1A|PRKCA|AKT2|CAMK2B|CAMK2G,-0.0233999994
KEGG_GLUTATHIONE_METABOLISM,22,0.5937673537,RRM1|RRM2|GCLC|GGT7|G6PD|GGCT|GPX1|GSTO1|LAP3|GSR|GSS,-1.2010999918
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,18.2,0.6770173477,MBOAT7|PTDSS1|PLA2G4A|PCYT1A|PLD1|GPD2|PTDSS2|CDS2|PCYT1B|DGKH|DGKD|LPCAT2|PCYT2|MBOAT2,-0.8962000012
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,32.3,0.5077079279,PDHA1|TPI1|AKR1A1|ENO1|PGK1|ENO2|HK1|PKLR|ALDOA|PGM2|PGAM1|PFKM|LDHA|PFKP|ACSS2|GPI|GAPDH|PGM1|LDHB|PFKL,-1.3993999958
KEGG_GNRH_SIGNALING_PATHWAY,39.6,0.9800682962,PLCB3|SOS2|MAPK14|MAPK12|ITPR1|ITPR3|PRKCD|MAPK7|MAP2K4|MAP2K2|SOS1|MAPK3|MAP3K3|PLA2G4A|MAP3K1|SRC|MAPK1|MAPK8|ADCY9|RAF1|CAMK2D|PLD1|MAP3K4|PTK2B|JUN|MAP2K7|MAP2K3|ELK1|MAP3K2|MAPK9|PLCB1|PLCB2|EGFR|ADCY3|ADCY2|ADCY6|PRKACA|PRKCA|CAMK2B|CAMK2G,-0.1030000001
KEGG_HOMOLOGOUS_RECOMBINATION,35.7,0.2679055136,NBN|RAD52|POLD3|RAD51C|BRCA2|BLM|RAD50|RPA1|EME1|MUS81,2.1075999737
KEGG_HUNTINGTONS_DISEASE,17,0.6277641278,PLCB3|HTT|ITPR1|POLR2B|SIN3A|CASP3|POLR2C|CLTA|UQCRC2|NDUFV3|DCTN4|DCTN1|EP300|SLC25A6|AP2M1|DCTN2|BBC3|CLTC|CREB1|PLCB1|CREBBP|GPX1|PLCB2|VDAC1|VDAC2|SLC25A5|POLR2A|RCOR1|VDAC3|REST|NRF1,-1.1140999794
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,18.1,0.0551123638,LMNA|PRKAB2|EMD|PRKAB1|DMD|ACTB|ITGB5|ITGB1|ITGA4|ATP2A2|TPM3|PRKAA1|SLC8A1|PRKAG2|DAG1,2.8740999699
KEGG_INOSITOL_PHOSPHATE_METABOLISM,50,0.6929494729,PLCB3|ITPKB|PLCG1|PIK3C2A|PI4KB|SYNJ1|PIP5K1A|TPI1|PIP4K2A|OCRL|ITPK1|INPP4B|INPP5E|INPP4A|PI4KA|INPPL1|PLCG2|SYNJ2|PIK3CD|PIKFYVE|PLCB1|ISYNA1|PLCB2|PIK3C3|PIK3C2B|PLCD3|ITPKA,-0.9085000157
KEGG_INSULIN_SIGNALING_PATHWAY,50.4,0.8923673226,ACACA|FASN|SOS2|CBLB|SHC1|MTOR|RPTOR|PRKAB2|MKNK1|PTPN1|ARAF|GYS1|CBL|EIF4EBP1|PRKAB1|PPP1CB|MAP2K2|SOS1|PHKA2|IRS2|MAPK3|PDPK1|TSC2|FLOT1|PRKAR2A|AKT3|BRAF|PDE3A|SHC4|IRS4|MAPK1|MAPK8|RAF1|SORBS1|PPP1CA|HK1|PRKAR2B|PYGL|BAD|PKLR|CRK|RAPGEF1|FOXO1|GSK3B|PIK3R1|PYGB|RPS6KB1|SH2B2|IKBKB|PIK3R2|TSC1|ELK1|PPP1R3D|PIK3CD|PDE3B|PRKAR1B|MAPK9|FLOT2|PPP1R3B|LIPE|PRKAA1|PRKCI|RPS6|PHKB|PRKACA|EXOC7|TRIP10|PRKAG2|AKT2,0.3262000084
KEGG_JAK_STAT_SIGNALING_PATHWAY,19.4,0.9800682962,SOS2|STAT2|CBLB|STAT5B|STAT1|CBL|SOS1|AKT3|TYK2|SPRY4|PTPN11|SPRY1|STAT5A|EP300|PIK3R1|SPRY3|PIK3R2|PIK3CD|IFNAR2|CREBBP|IL6ST|SPRED2|SPRED1|IL10RB|SPRY2|IFNAR1|STAT3|PIAS2|PIAS1|AKT2,0.0813999996
KEGG_LEISHMANIA_INFECTION,22.2,0.0149590164,MAPK14|STAT1|MAPK12|TAB2|IRAK1|MAP3K7|MAPK3|NFKB1|MARCKSL1|MAPK1|TAB1|ITGB1|JUN|ITGA4|ELK1|RELA,4.6662998199
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,31,0.329597678,ARHGAP5|MAPK14|PLCG1|MSN|MAPK12|ARHGAP35|VASP|SIPA1|PXN|BCAR1|VCL|CTNNA1|CD99|CTNND1|ACTB|PTPN11|PTK2B|PIK3R1|ITGB1|RAP1A|PLCG2|ACTN4|ITGA4|PIK3R2|PIK3CD|PTK2|CTNNB1|ACTN1|ROCK2|ICAM1|MYL9|ACTN2|JAM3|PRKCA|RAC1|F11R,-2.0199999809
KEGG_LONG_TERM_DEPRESSION,24.3,0.5766009005,PLCB3|ARAF|ITPR1|ITPR3|MAP2K2|MAPK3|PLA2G4A|BRAF|MAPK1|RAF1|PRKG2|PLCB1|LYN|PLCB2|CRHR1|PPP2CB|PRKCA,-1.2519999743
KEGG_LONG_TERM_POTENTIATION,35.7,0.7820793767,PLCB3|CAMK4|RPS6KA3|ARAF|ITPR1|ITPR3|RPS6KA1|PPP1CB|MAP2K2|MAPK3|PPP1R12A|BRAF|MAPK1|RAF1|CAMK2D|PPP1CA|EP300|RAP1A|PLCB1|CREBBP|PLCB2|PRKACA|PRKCA|CAMK2B|CAMK2G,-0.654399991
KEGG_LYSINE_DEGRADATION,36.4,0.1739936441,AASDHPPT|SETMAR|AASDH|DOT1L|ASH1L|SETD1B|EHMT1|SETD2|NSD1|EHMT2|SETDB1|SETD1A|EHHADH|SUV39H2|SUV39H1|HADHA,-2.331099987
KEGG_LYSOSOME,11.6,0.3076739563,GGA2|AP3S1|AP3B2|ATP6V0A2|CLTA|GGA3|AP3B1|AP3D1|AP1G1|AP1M1|HGSNAT|MCOLN1|CLTC|CLN3,2.0532999039
KEGG_MAPK_SIGNALING_PATHWAY,31.5,0.9188434073,FLNB|FLNA|STK4|HSPB1|SOS2|MAPK14|PAK1|MKNK1|TAOK2|RPS6KA3|MAPK12|TAB2|PAK2|MAPK7|MAP2K4|RELB|RPS6KA1|MAP3K11|MAP2K2|MAP3K7|SOS1|CASP3|NF1|MAPK3|MAP3K3|PLA2G4A|CDC25B|MAP4K4|MAPKAPK5|MAP3K1|STMN1|AKT3|BRAF|NFKB1|NFATC2|MAPK1|NFKB2|TAB1|MAPK8|RAF1|MAP4K2|JUND|ELK4|STK3|TAOK1|MAP3K4|ARRB1|CRK|RAPGEF2|HSPA8|DUSP16|DUSP6|JUN|MAP2K7|ATF2|RPS6KA4|NLK|MEF2C|RAP1A|HSPA1L|IKBKB|MAP3K12|MAP2K3|ELK1|MAP3K2|IKBKG|MAPK9|FLNC|NR4A1|NFATC4|MAP4K3|EGFR|FGF13|DAXX|GNG12|LAMTOR3|PRKACA|FAS|RELA|PRKCA|RAC1|SRF|AKT2|RRAS2,0.2340999991
KEGG_MELANOGENESIS,24.8,0.2332055495,PLCB3|MITF|MAP2K2|MAPK3|MAPK1|ADCY9|RAF1|CAMK2D|DCT|EP300|FZD6|GSK3B|CREB1|PLCB1|CREBBP|CTNNB1|PLCB2|ADCY3|ADCY2|EDNRB|ADCY6|PRKACA|PRKCA|CAMK2B|CAMK2G,-2.138999939
KEGG_MELANOMA,29.6,0.6770173477,ARAF|MITF|MAP2K2|MAPK3|AKT3|BRAF|MAPK1|RAF1|BAD|PIK3R1|MET|PIK3R2|PIK3CD|E2F1|EGFR|FGF13|E2F3|RB1|CDKN1A|CDH1|AKT2,-0.9987000227
KEGG_MTOR_SIGNALING_PATHWAY,46.2,0.4993460124,MTOR|RPTOR|RICTOR|EIF4B|RPS6KA3|EIF4EBP1|ULK1|RPS6KA1|MAPK3|PDPK1|TSC2|AKT3|BRAF|MAPK1|STK11|PIK3R1|RPS6KB1|STRADA|PIK3R2|TSC1|PIK3CD|PRKAA1|RPS6|AKT2,1.3866000175
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,24.1,0.4595559222,SOS2|SHC1|PAK1|PLCG1|ARAF|MAP2K2|SOS1|CASP3|MAPK3|BRAF|SHC4|NFATC2|MAPK1|RAF1|PTPN11|SH3BP2|NFATC3|PTK2B|PIK3R1|PLCG2|PIK3R2|PIK3CD|LCP2|IFNAR2|NFATC4|NFATC1|ICAM1|IFNAR1|FAS|LCK|PRKCA|RAC1|FYN,-1.5968999863
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,51.6,0.2980833333,CAMK4|SOS2|MAPK14|SHC1|PLCG1|RPS6KA3|MAPK12|PRKCD|IRAK1|MAPK7|ABL1|RIPK2|KIDINS220|RPS6KA1|MAP2K2|SOS1|IRS2|MAPK3|MAP3K3|PDPK1|MAP3K1|AKT3|BRAF|NFKB1|SHC4|IRS4|MAPK1|ARHGDIA|MAPK8|RAF1|PTPN11|TP73|CAMK2D|MAGED1|BAD|SH2B3|CRK|RAPGEF1|GSK3B|PIK3R1|JUN|MAP2K7|RPS6KA4|RAP1A|PLCG2|SH2B1|SH2B2|IKBKB|YWHAG|PIK3R2|GAB1|PIK3CD|YWHAZ|MAPK9|YWHAQ|FOXO3|NGFR|PSEN1|FRS2|YWHAE|RELA|RAC1|AKT2|CAMK2B|CAMK2G,-2.0360000134
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,35.5,0.0101860465,SUGT1|MAPK14|MAPK12|TAB2|TAB3|RIPK2|MAP3K7|MAPK3|NFKB1|MAPK1|TAB1|MAPK8|HSP90AA1|HSP90B1|HSP90AB1|TNFAIP3|XIAP|TRIP6|IKBKB|IKBKG|MAPK9|RELA,5.276599884
KEGG_NON_SMALL_CELL_LUNG_CANCER,50,0.7603691816,STK4|SOS2|PLCG1|ERBB2|ARAF|MAP2K2|SOS1|MAPK3|PDPK1|AKT3|BRAF|MAPK1|RXRA|RAF1|BAD|PIK3R1|RASSF1|PLCG2|PIK3R2|PIK3CD|FOXO3|E2F1|EGFR|E2F3|RB1|PRKCA|AKT2,0.7534999847
KEGG_NOTCH_SIGNALING_PATHWAY,38.3,0.5755783795,NCOR2|PSEN2|DTX3L|SNW1|NUMBL|MAML1|EP300|NOTCH2|CREBBP|ADAM17|NUMB|KAT2B|NOTCH1|PSEN1|APH1A|DLL3|DTX2|JAG1,-1.3157000542
KEGG_NUCLEOTIDE_EXCISION_REPAIR,47.7,0.7537317281,RFC1|POLD3|ERCC6|LIG1|XPC|ERCC5|CUL4B|POLE|CDK7|CUL4A|DDB2|RAD23A|RPA1|POLE3|CETN2|ERCC3|RAD23B|MNAT1|CCNH|DDB1|RFC3,0.769200027
KEGG_OOCYTE_MEIOSIS,46,0.8989355001,ANAPC1|RPS6KA3|MAPK12|ITPR1|PPP2R5D|ITPR3|RPS6KA1|CDC16|PPP1CB|SLK|SMC1A|CDC25C|BUB1|MAPK3|ESPL1|PKMYT1|MAPK1|ANAPC7|CDK2|ADCY9|ANAPC5|SMC3|CAMK2D|PPP1CA|CDC27|CPEB1|AR|ANAPC4|CCNE2|CDC26|SKP1|ANAPC2|CDK1|YWHAG|YWHAZ|YWHAQ|PLK1|PPP2R5C|ADCY3|CDC20|PTTG1|CCNE1|ADCY2|PPP2R5A|ADCY6|YWHAE|PRKACA|CCNB2|PPP2CB|CAMK2B|CDC23|CAMK2G,-0.3084999919
KEGG_P53_SIGNALING_PATHWAY,29.4,0.0355211938,ATM|EI24|CHEK2|CHEK1|GTSE1|CASP3|TSC2|SESN2|RRM2|CDK2|TP73|ATR|DDB2|CCNE2|CDK1|BBC3|CCNE1|CCNB2|FAS|CDKN1A,3.2458999157
KEGG_PANCREATIC_CANCER,45.7,0.4489708927,SMAD3|ERBB2|STAT1|ARAF|SMAD2|MAPK3|BRCA2|AKT3|BRAF|NFKB1|MAPK1|MAPK8|RAF1|PLD1|BAD|PIK3R1|RALBP1|IKBKB|PIK3R2|PIK3CD|IKBKG|MAPK9|E2F1|EGFR|E2F3|RB1|STAT3|ARHGEF6|RELA|RALA|RAC1|AKT2,-1.5233000517
KEGG_PARKINSONS_DISEASE,8.5,0.4374153775,SNCA|CASP3|UBA1|UQCRC2|NDUFV3|SLC25A6|UBA7|VDAC1|VDAC2|SLC25A5|VDAC3,1.6181000471
