Signature ID,Percent Overlap (P605_H_p),adj p-val (P605_H_p),Overlap (P605_H_p),Score (P605_H_p)
KEGG_AXON_GUIDANCE,35.7,0.0095319149,PAK2|NCK1|SRGAP2|SRGAP1|ABLIM3|SEMA6B|MAPK3|NRP1|NFATC2|ITGB1|ABL1|LIMK1|ARHGEF12|ABLIM1|DPYSL2|RGS3|CFL1|PAK1|PAK4|MAPK1|LIMK2|PTK2|ROCK2|ROCK1|PLXNA2|PLXNB2|EPHA2|CDK5|CFL2|FYN|NFAT5|MET|NCK2|NFATC1|EFNB2|NFATC4|NFATC3|ROBO1|RASA1|GSK3B|SEMA4B|CDC42|RAC1|PLXNA1|EFNB1|SEMA4C,-6.6637997627
KEGG_BASAL_CELL_CARCINOMA,20,0.8082716182,AXIN1|SUFU|GLI2|CTNNB1|GLI3|APC|FZD6|AXIN2|TCF7L2|GSK3B|PTCH1,-0.524600029
KEGG_BASAL_TRANSCRIPTION_FACTORS,42.9,0.0281654721,TAF9B|GTF2I|TAF7|TAF12|GTF2IRD1|GTF2B|GTF2F2|TAF10|TAF6|TAF9|TAF4B|GTF2F1|TAF2|GTF2H4|TAF6L,3.2857999802
KEGG_BASE_EXCISION_REPAIR,40,0.7091401823,POLD3|HMGB1|NTHL1|LIG1|PARP4|PARP1|MBD4|POLE3|POLE|UNG|POLD2|LIG3|XRCC1|NEIL3,0.831799984
KEGG_BLADDER_CANCER,35.7,0.5664739884,MAP2K2|RAF1|MAP2K1|CDKN1A|MAPK3|RB1|E2F1|ARAF|EGFR|BRAF|MAPK1|ERBB2|RASSF1|E2F3|MYC,-1.2982000113
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,34.7,0.0496233939,SOS2|SOS1|MAP2K2|RAF1|MAP2K1|MAPK3|NFATC2|PIK3R1|JUN|LYN|RELA|MAPK1|IKBKB|IKBKG|AKT2|NFKB1|INPP5D|VAV2|CARD11|NFAT5|NFATC1|NFATC4|NFATC3|GSK3B|AKT3|RAC1,-3.508300066
KEGG_CALCIUM_SIGNALING_PATHWAY,20.2,0.0095319149,ITPR3|PLCB3|SLC8A1|F2R|PLCG1|CAMK4|PRKCA|PHKB|ITPKB|EGFR|PRKACA|NTSR1|VDAC1|ITPR2|ATP2A2|VDAC2|PHKA2|MYLK|PHKA1|HRH1|ATP2B1|PTK2B|ITPR1|CAMK2D|SLC25A6|ERBB2|SPHK2|ADCY9|TBXA2R|PLCD3|ADCY3|ERBB3|VDAC3|ATP2B4|CAMK2G|ITPKA,-5.5012998581
KEGG_CELL_ADHESION_MOLECULES_CAMS,10.5,0.7092318463,MPZL1|ITGB1|PTPRF|ITGA4|ESAM|HLA-A|ICAM1|CDH2|CD276|CLDN11|PVR|CD99|SDC4|F11R,0.8055999875
KEGG_CELL_CYCLE,56.8,0.0156884718,PRKDC|ANAPC4|BUB3|CHEK1|SMC3|RBL1|EP300|ANAPC1|MCM2|MAD1L1|CDKN1A|RB1|E2F1|ABL1|FZR1|CDK1|CDC16|CDK2|ORC1|ZBTB17|ATM|CCNE2|MCM3|TTK|CDC26|WEE1|CDC7|MCM7|SKP2|SMAD4|PTTG1|CDC25B|ESPL1|ATR|ORC6|DBF4|RBL2|CREBBP|CDK7|CDC6|ANAPC2|MCM4|CCNA2|CCNB2|TFDP2|PKMYT1|YWHAZ|CDC27|CCNE1|ANAPC7|YWHAG|ANAPC5|STAG1|ORC2|SMAD2|BUB1|MCM6|BUB1B|CDC20|RAD21|CDC25C|GSK3B|SKP1|CDC14A|SMAD3|STAG2|TFDP1|CCNH|E2F3|CDC23|MYC,-4.0335001945
KEGG_CHEMOKINE_SIGNALING_PATHWAY,25.4,0.5617925618,BCAR1|SOS2|PLCB3|PXN|SOS1|RAF1|PARD3|MAP2K1|PRKCD|TIAM1|STAT3|MAPK3|PIK3R1|RAP1A|ARRB1|LYN|RELA|STAT2|BRAF|PAK1|MAPK1|GNG12|WASL|IKBKB|PTK2|FOXO3|IKBKG|ROCK2|PRKACA|ROCK1|DOCK2|TIAM2|CRK|AKT2|STAT1|NFKB1|STAT5B|VAV2|SHC1|PTK2B|ADCY6|GNB1|GSK3B|AKT3|ADCY9|ADCY3|CDC42|RAC1,-1.3307000399
KEGG_CHRONIC_MYELOID_LEUKEMIA,49.3,0.1255077742,SOS2|SOS1|MAP2K2|BCR|BAD|RAF1|MAP2K1|CDKN1A|MAPK3|PTPN11|RB1|E2F1|ABL1|PIK3R1|RUNX1|RELA|ARAF|TGFBR2|BRAF|GAB2|CBLB|MAPK1|SMAD4|IKBKB|IKBKG|CRK|AKT2|NFKB1|STAT5B|SHC1|CBL|AKT3|SMAD3|E2F3|MECOM|MYC,-2.5959000587
KEGG_CIRCADIAN_RHYTHM_MAMMAL,84.6,0.1550150661,CRY1|CSNK1D|CLOCK|BHLHE41|PER3|PER2|BHLHE40|NR1D1|CSNK1E|CRY2|PER1,-2.6816000938
KEGG_COLORECTAL_CANCER,45.2,0.2419340013,AXIN1|BAD|RAF1|MAP2K1|CTNNB1|MAPK8|MAPK3|MLH1|PIK3R1|JUN|MAPK9|ARAF|APC|TGFBR2|BRAF|MAPK1|AXIN2|SMAD4|MSH6|TCF7L2|AKT2|APPL1|SMAD2|GSK3B|AKT3|SMAD3|RAC1|MYC,-2.0032000542
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,32.4,0.9420615156,DNMT1|MAT2B|DNMT3A|GOT1|LDHB|AHCYL2|MAT2A|LDHA|APIP|AHCYL1|GOT2,0.1921000034
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,8.7,0.1999234987,PLEKHO2|LTBR|CSF1|IL6ST|TGFBR2|EGFR|BMPR2|IFNAR2|TNFRSF10A|RELT|ACVR2B|TNFRSF1A|OSMR|LIFR|IFNAR1|IL17RA|IL10RB|TNFRSF21|MET|FAS|IL1RAP|KIT|ACVR2A,2.2523999214
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,21.8,0.7390029326,RIPK1|TREX1|TBK1|RELA|IKBKB|IKBKG|MAVS|NFKB1|ADAR|IKBKE|POLR3C|POLR3G,-0.7501000166
KEGG_DILATED_CARDIOMYOPATHY,23.3,0.5742279958,LMNA|SLC8A1|ITGB4|EMD|ITGB1|ITGA5|ITGA4|ITGB5|ACTB|ITGA3|DMD|PRKACA|TPM3|ATP2A2|ITGB3|ADCY6|DAG1|TPM1|ADCY9|ADCY3|CACNB3,1.1805000305
KEGG_DNA_REPLICATION,52.8,0.9100382206,POLD3|LIG1|RNASEH1|RNASEH2A|MCM2|RFC1|POLA1|MCM3|MCM7|PRIM2|POLE3|POLE|MCM4|RPA1|POLD2|RPA2|MCM6|POLA2|RFC3,0.3120999932
KEGG_DORSO_VENTRAL_AXIS_FORMATION,50,0.9127555847,SOS2|SOS1|ETV6|MAP2K1|NOTCH2|ETS1|MAPK3|EGFR|SPIRE2|MAPK1|CPEB1|SPIRE1,0.2899999917
KEGG_ECM_RECEPTOR_INTERACTION,17.9,0.6579734812,ITGB4|ITGB1|ITGA5|CD44|ITGA4|ITGB5|SV2A|LAMB1|ITGA3|HMMR|ITGB3|COL1A1|DAG1|SDC4|TNC,0.9836999774
KEGG_ENDOCYTOSIS,44.2,0.1019572144,CLTA|PARD6B|SH3KBP1|TSG101|RAB11FIP2|ARFGAP2|PARD3|ARFGAP1|RABEP1|F2R|DNAJC6|EPN1|VPS37A|RAB11FIP5|EHD1|IQSEC2|EHD2|CLTC|CHMP2B|RAB11FIP1|USP8|ARAP3|ARRB1|IQSEC1|GIT2|AGAP1|GIT1|PIKFYVE|PSD3|EGFR|ASAP1|DAB2|TFRC|SH3GL1|LDLRAP1|CBLB|ASAP3|ARFGAP3|HLA-A|CHMP5|CHMP4A|PARD6G|VPS4B|RAB11A|EPS15|NEDD4|RUFY1|PIP5K1A|ACAP3|TRAF6|ACAP2|PDCD6IP|HSPA8|ARAP2|NEDD4L|RAB5C|ARAP1|PSD4|EEA1|CBL|DNM1L|SRC|MET|PRKCI|WWP1|EPN2|DNM1|HSPA1L|RAB11FIP3|EHD4|AP2M1|ASAP2|SMURF2|ERBB3|KIT|CDC42|ITCH|LDLR|RAB5B|RAB5A,-2.8355998993
KEGG_ENDOMETRIAL_CANCER,55.8,0.5398032787,AXIN1|SOS2|ELK1|CTNNA1|SOS1|MAP2K2|BAD|RAF1|ILK|MAP2K1|CTNNB1|MAPK3|MLH1|PIK3R1|ARAF|APC|EGFR|BRAF|MAPK1|AXIN2|FOXO3|TCF7L2|AKT2|PTEN|ERBB2|PDPK1|GSK3B|AKT3|MYC,-1.3154000044
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,36.8,0.9246646027,TJP1|MAPK14|ATP6V1A|MAPK8|PLCG1|PTPN11|JUN|MAPK9|LYN|ATP6V0A2|GIT1|RELA|EGFR|ADAM17|PAK1|IKBKB|IKBKG|NFKB1|SRC|MET|MAP2K4|ADAM10|CDC42|RAC1|F11R,0.2311999947
KEGG_ERBB_SIGNALING_PATHWAY,55.2,0.4775510204,SOS2|PAK2|ELK1|EIF4EBP1|SOS1|NCK1|GAB1|MAP2K2|BAD|RAF1|MAP2K1|MAPK8|CDKN1A|MTOR|PLCG1|MAPK3|PRKCA|ABL1|PIK3R1|MAP2K7|JUN|ABL2|MAPK9|ARAF|RPS6KB1|EGFR|BRAF|CBLB|PAK1|PAK4|MAPK1|PTK2|CRK|AKT2|STAT5B|SHC1|CBL|SRC|MAP2K4|CAMK2D|ERBB2|NCK2|GSK3B|AKT3|ERBB3|NRG1|CAMK2G|MYC,-1.5652999878
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,35.4,0.9205955335,SOS2|MAPK14|SOS1|MAP2K2|MAP2K3|RAF1|MAP2K1|MAPK8|PLCG1|PRKCD|MAPK3|PRKCA|PIK3R1|MAP2K7|MAPK9|LYN|GAB2|MAPK1|AKT2|FYN|INPP5D|VAV2|MAP2K4|PLA2G4A|PRKCE|PDPK1|AKT3|RAC1,-0.2129999995
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,43.8,0.1125466552,MARCKSL1|VASP|RAF1|MAP2K1|PLCG1|ARPC1B|PRKCD|ARPC5L|MAPK3|PRKCA|PIK3R1|LIMK1|LYN|PIKFYVE|RPS6KB1|ASAP1|GAB2|CFL1|PAK1|ASAP3|MAPK1|WASL|LIMK2|DOCK2|CRK|PIP5K1A|AKT2|CFL2|ARPC2|INPP5D|VAV2|DNM1L|PLA2G4A|DNM1|SPHK2|WASF2|PRKCE|ASAP2|AKT3|CDC42|RAC1|WASF1,-2.8331999779
KEGG_FOCAL_ADHESION,38.7,0.9205955335,BCAR1|SOS2|PAK2|ELK1|FLNB|PXN|VASP|PPP1R12A|FLNA|ACTN4|SOS1|ZYX|CAV2|ITGB4|ARHGAP35|FLNC|BAD|ARHGAP5|RAF1|TLN1|ILK|MAP2K1|CTNNB1|MAPK8|PARVA|MAPK3|PRKCA|TLN2|ITGB1|PIK3R1|ITGA5|JUN|RAP1A|MAPK9|DOCK1|ITGA4|VCL|ITGB5|EGFR|BRAF|ACTB|RAPGEF1|PAK1|CAV1|PAK4|MAPK1|LAMB1|ITGA3|MYL9|PTK2|ROCK2|ROCK1|PPP1CC|CRK|CAPN2|AKT2|PPP1CA|MYLK|FYN|PPP1CB|VAV2|DIAPH1|SHC1|ACTN1|SRC|MET|ITGB3|COL1A1|PTEN|ERBB2|PDPK1|GSK3B|AKT3|CDC42|ACTN2|RAC1|TNC,0.2389000058
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,32.4,0.0095319149,PFKFB3|ALDOA|TPI1|MTMR6|AKR1B1|PFKFB4|PFKM|MTMR2|ALDOC|PFKFB2|PFKP,4.2944998741
KEGG_GAP_JUNCTION,30,0.840951634,ITPR3|TJP1|SOS2|PLCB3|SOS1|MAP2K2|RAF1|MAP2K1|MAPK3|PRKCA|CDK1|CSNK1D|PRKG2|TUBA1C|EGFR|MAPK1|MAP3K2|PRKACA|TUBA4A|ITPR2|SRC|TUBB4B|TUBB|ITPR1|ADCY6|ADCY9|ADCY3,-0.4478000104
KEGG_GLIOMA,36.9,0.5450801772,SOS2|SOS1|MAP2K2|RAF1|MAP2K1|CDKN1A|MTOR|PLCG1|MAPK3|PRKCA|RB1|E2F1|PIK3R1|ARAF|EGFR|BRAF|MAPK1|AKT2|SHC1|PTEN|CAMK2D|AKT3|E2F3|CAMK2G,-1.329300046
KEGG_GLUTATHIONE_METABOLISM,24,0.0095319149,RRM2|G6PD|GPX1|GSTO1|GGT7|RRM1|LAP3|GCLC|GCLM|GGCT|GSR|GSS,-3.8175001144
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,15.6,0.6689541238,PCYT2|PCYT1A|CDS2|PTDSS1|MBOAT7|PTDSS2|LPCAT2|DGKQ|PLA2G4A|MBOAT2|DGKD|DGKH,-0.9670000076
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,30.6,0.6579734812,PGAM1|PDHA1|GAPDH|ALDOA|ENO1|TPI1|ACSS2|ENO2|GPI|PFKM|PGK1|LDHB|LDHA|ALDOC|PGM1|PFKP|ALDH3A2|PGM2|PCK2,1.0269999504
KEGG_GNRH_SIGNALING_PATHWAY,35.6,0.7390240969,ITPR3|SOS2|MAPK14|ELK1|PLCB3|SOS1|MAP2K2|MAP2K3|MAP3K4|RAF1|MAP2K1|MAPK8|PRKCD|MAPK3|PRKCA|MAP2K7|JUN|MAPK9|MAP3K3|EGFR|MAPK1|MAP3K1|MAP3K2|PRKACA|ITPR2|SRC|PTK2B|ITPR1|MAP2K4|PLA2G4A|ADCY6|CAMK2D|ADCY9|ADCY3|CDC42|CAMK2G,-0.753000021
KEGG_HEDGEHOG_SIGNALING_PATHWAY,17.9,0.6634998635,SUFU|GLI2|CSNK1G3|GLI3|CSNK1D|PRKACA|CSNK1A1|CSNK1E|GSK3B|PTCH1,0.9609000087
KEGG_HOMOLOGOUS_RECOMBINATION,42.9,0.6482684133,NBN|POLD3|MUS81|RAD50|BLM|EME1|RPA1|POLD2|RPA2|BRCA2|RAD54L|RAD51C,-1.0205999613
KEGG_HUNTINGTONS_DISEASE,15.4,0.1885075608,CLTA|PLCB3|EP300|SIN3A|DCTN2|CREB1|CLTC|NDUFV3|HTT|POLR2C|TAF4B|GPX1|CREBBP|VDAC1|PPARG|POLR2A|VDAC2|REST|ITPR1|RCOR1|SLC25A6|AP2M1|TGM2|DCTN4|VDAC3|DCTN1|POLR2B|NRF1,-2.3626999855
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,26.5,0.2089477272,LMNA|SLC8A1|ITGB4|PRKAB1|EMD|ITGB1|ITGA5|ITGA4|ITGB5|ACTB|ITGA3|DMD|PRKAG2|TPM3|ATP2A2|PRKAA1|ITGB3|PRKAA2|PRKAB2|DAG1|TPM1|CACNB3,2.1586999893
KEGG_INOSITOL_PHOSPHATE_METABOLISM,38.9,0.0095319149,PLCB3|INPP5E|SYNJ1|TPI1|PLCG1|PIK3C2A|PI4KB|INPP4A|PIKFYVE|ITPKB|INPPL1|PIP5K1A|SYNJ2|OCRL|PIK3C2B|PTEN|PI4KA|IMPA1|PLCD3|ISYNA1|ITPKA,-4.529900074
KEGG_INSULIN_SIGNALING_PATHWAY,49.6,0.9420615156,SOS2|ACACA|ELK1|RPTOR|TSC2|PRKAR1A|EIF4EBP1|SOS1|PTPN1|PRKAB1|MAP2K2|IRS2|BAD|IRS1|RAF1|TSC1|MAP2K1|RPS6|PRKAR1B|MAPK8|MTOR|GYS1|MAPK3|PHKB|FLOT1|FASN|PIK3R1|FOXO1|PTPRF|MAPK9|MKNK1|ARAF|RPS6KB1|BRAF|RAPGEF1|CBLB|MAPK1|IKBKB|EIF4E2|PRKACA|PPP1CC|TRIP10|PRKAG2|CRK|PRKAR2B|AKT2|PPP1CA|PHKA2|PRKAA1|PYGB|PHKA1|INPP5D|PPP1CB|SHC1|CBL|PRKAR2A|PRKCI|PDPK1|PRKAA2|PRKAB2|GSK3B|MKNK2|AKT3|LIPE|EXOC7|SH2B2|PPP1R3D|PCK2,-0.1827999949
KEGG_JAK_STAT_SIGNALING_PATHWAY,18.7,0.9420615156,SOS2|SOS1|EP300|TYK2|SPRY4|SPRED1|STAT3|PTPN11|IL6ST|PIK3R1|STAT2|CBLB|IFNAR2|CREBBP|OSMR|AKT2|STAT1|LIFR|IFNAR1|STAT5B|PIAS1|IL10RB|CBL|PIAS2|PIAS4|SPRY2|AKT3|SPRED2|MYC,0.192900002
KEGG_LEISHMANIA_INFECTION,23.6,0.0156884718,MAPK14|ELK1|MARCKSL1|MAP3K7|MAPK3|TAB2|ITGB1|JUN|ITGA4|RELA|MAPK1|IRAK1|TRAF6|STAT1|NFKB1|TAB1|MYD88,3.6851000786
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,31.9,0.1837441837,BCAR1|MAPK14|PXN|VASP|SIPA1|CTNNA1|ACTN4|ARHGAP35|CTNND1|ARHGAP5|CTNNB1|PLCG1|PTPN11|PRKCA|ITGB1|PIK3R1|RAP1A|ITGA4|MSN|VCL|ESAM|ACTB|MYL9|ICAM1|PTK2|ROCK2|ROCK1|CLDN11|VAV2|ACTN1|PTK2B|EZR|CD99|CDC42|ACTN2|RAC1|F11R,2.3406999111
KEGG_LONG_TERM_DEPRESSION,22.9,0.5621431708,ITPR3|PLCB3|MAP2K2|RAF1|MAP2K1|MAPK3|PRKCA|PRKG2|LYN|ARAF|BRAF|MAPK1|ITPR2|ITPR1|PLA2G4A|PPP2CB,-1.3214000463
KEGG_LONG_TERM_POTENTIATION,35.7,0.9095804742,ITPR3|PLCB3|RPS6KA3|PPP1R12A|EP300|MAP2K2|RAF1|MAP2K1|RPS6KA1|CAMK4|MAPK3|PRKCA|RAP1A|ARAF|BRAF|MAPK1|PRKACA|CREBBP|PPP1CC|ITPR2|PPP1CA|PPP1CB|ITPR1|CAMK2D|CAMK2G,-0.3370000124
KEGG_LYSINE_DEGRADATION,36.4,0.4840751222,EHMT2|DOT1L|AASDHPPT|SETD2|NSD1|AASDH|SETMAR|ASH1L|SETD1B|EHMT1|SUV39H2|SETD1A|ALDH3A2|SETDB1|SUV39H1|HADHA,-1.4487999678
KEGG_LYSOSOME,13.2,0.9205955335,CLTA|AP3D1|HGSNAT|GGA3|CLTC|AP3B1|CLN3|ATP6V0A2|AP4E1|AP3S1|GGA2|MCOLN1|AP3M1|IGF2R|AP1M1|GNPTAB,0.2243999988
KEGG_MAPK_SIGNALING_PATHWAY,35.2,0.3472527473,HSPB1|SOS2|MAPK14|PAK2|JUND|ELK1|NF1|FLNB|STK4|RPS6KA3|MAP3K7|FLNA|SOS1|MAP4K4|MAP2K2|FLNC|ATF2|MAP2K3|MAP3K4|RAF1|MAP2K1|MAPK8|RPS6KA4|RPS6KA1|MAPK3|TAB2|NFATC2|PRKCA|TAOK2|STMN1|MAP2K7|NLK|JUN|TAOK1|RAP1A|MAPK9|ARRB1|MAP3K11|RELB|MAP3K3|MKNK1|ELK4|RELA|FGF13|RAPGEF2|TGFBR2|EGFR|BRAF|MAP3K12|PAK1|MAPK1|GNG12|IKBKB|DUSP6|MAP4K2|IKBKG|CDC25B|MAP3K1|STK3|MAP3K2|PRKACA|MAP4K3|MEF2C|TNFRSF1A|CRK|MAPKAPK5|TRAF6|AKT2|HSPA8|NFKB1|NFKB2|FAS|MAP2K4|RRAS|PLA2G4A|HSPA1L|NFATC4|TRAF2|RASA1|MKNK2|DUSP16|MAP3K6|AKT3|TAB1|MAPK8IP3|CDC42|RRAS2|SRF|RAC1|MAP3K8|DAXX|CACNB3|MECOM|MYC,-1.7258000374
KEGG_MELANOGENESIS,21.8,0.9205955335,PLCB3|EP300|MAP2K2|RAF1|MAP2K1|CTNNB1|MAPK3|PRKCA|CREB1|MITF|FZD6|MAPK1|PRKACA|CREBBP|TCF7L2|ADCY6|CAMK2D|GSK3B|ADCY9|ADCY3|KIT|CAMK2G,-0.2836999893
KEGG_MELANOMA,28.2,0.9095804742,MAP2K2|BAD|RAF1|MAP2K1|CDKN1A|MAPK3|RB1|E2F1|PIK3R1|MITF|ARAF|FGF13|EGFR|BRAF|MAPK1|AKT2|MET|PTEN|AKT3|E2F3,0.3151000142
KEGG_MISMATCH_REPAIR,47.8,0.6249753403,POLD3|PMS2|LIG1|RFC1|MLH1|EXO1|MSH6|RPA1|POLD2|RPA2|RFC3,1.1025999784
KEGG_MTOR_SIGNALING_PATHWAY,44.2,0.115978047,RPTOR|TSC2|EIF4B|ULK1|RICTOR|RPS6KA3|EIF4EBP1|TSC1|STK11|RPS6|MTOR|RPS6KA1|MAPK3|PIK3R1|RPS6KB1|BRAF|MAPK1|EIF4E2|AKT2|PRKAA1|PDPK1|PRKAA2|AKT3,2.6396000385
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,23.4,0.0571064372,SOS2|SOS1|MAP2K2|RAF1|MAP2K1|PLCG1|MAPK3|PTPN11|NFATC2|PRKCA|PIK3R1|ARAF|BRAF|PAK1|IFNAR2|MAPK1|HLA-A|TNFRSF10A|ICAM1|LCK|SH3BP2|IFNAR1|FYN|VAV2|NFAT5|SHC1|FAS|PTK2B|NFATC1|NFATC4|NFATC3|RAC1,-3.1721000671
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,45.2,0.9297499222,SOS2|MAPK14|PSEN1|RPS6KA3|SOS1|GAB1|MAP2K2|IRS2|BAD|IRS1|RAF1|MAP2K1|ARHGDIA|MAPK8|RIPK2|PLCG1|RPS6KA4|RPS6KA1|PRKCD|SH2B1|CAMK4|MAPK3|PTPN11|ABL1|PIK3R1|MAP2K7|JUN|RAP1A|MAPK9|MAP3K3|RELA|BRAF|RAPGEF1|FRS2|MAPK1|IKBKB|SH2B3|FOXO3|MAGED1|MAP3K1|IRAK1|CRK|TRAF6|AKT2|KIDINS220|NFKB1|YWHAZ|SHC1|YWHAG|CAMK2D|PDPK1|GSK3B|AKT3|CDC42|SH2B2|RAC1|CAMK2G,0.2124000043
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,32.3,0.0095319149,MAPK14|TAB3|TRIP6|MAP3K7|MAPK8|RIPK2|HSP90AA1|MAPK3|TAB2|MAPK9|RELA|MAPK1|IKBKB|HSP90AB1|IKBKG|TNFAIP3|TRAF6|NFKB1|SUGT1|TAB1,4.3186998367
KEGG_NON_SMALL_CELL_LUNG_CANCER,44.4,0.6689541238,SOS2|STK4|SOS1|MAP2K2|BAD|RAF1|MAP2K1|PLCG1|MAPK3|PRKCA|RB1|E2F1|PIK3R1|ARAF|EGFR|BRAF|MAPK1|FOXO3|AKT2|ERBB2|PDPK1|AKT3|RASSF1|E2F3,-0.9309999943
KEGG_NOTCH_SIGNALING_PATHWAY,34,0.0095319149,NCOR2|PSEN1|EP300|SNW1|NUMB|NOTCH2|MAML1|DTX3L|ADAM17|CREBBP|JAG1|PSEN2|DTX2|KAT2B|APH1A|NUMBL,5.3180999756
KEGG_NUCLEOTIDE_EXCISION_REPAIR,50,0.7397481587,POLD3|RAD23B|LIG1|XPC|RFC1|RAD23A|MNAT1|ERCC6|CUL4B|CETN2|ERCC5|POLE3|POLE|CDK7|RPA1|DDB2|POLD2|RPA2|GTF2H4|CUL4A|RFC3|CCNH,0.7164999843
KEGG_OOCYTE_MEIOSIS,42.5,0.1019572144,ITPR3|ANAPC4|RPS6KA3|SMC3|ANAPC1|MAP2K1|PPP2R5D|RPS6KA1|MAPK3|CDK1|CDC16|CDK2|CCNE2|SLK|CDC26|MAPK1|AR|PTTG1|ESPL1|PRKACA|PPP1CC|CPEB1|ITPR2|ANAPC2|PPP1CA|CCNB2|PKMYT1|YWHAZ|CDC27|PPP1CB|CCNE1|ANAPC7|YWHAG|ANAPC5|ITPR1|ADCY6|BUB1|CAMK2D|CDC20|CDC25C|PPP2R5C|SKP1|ADCY9|PPP2R5A|PPP2CB|ADCY3|CAMK2G|CDC23,-2.7813999653
