Signature ID,Percent Overlap (P605_L_p),adj p-val (P605_L_p),Overlap (P605_L_p),Score (P605_L_p)
KEGG_FOCAL_ADHESION,21.1,0.0060784314,PXN|SOS1|ARHGAP35|MYL9|PAK1|PAK2|PPP1R12A|FLNA|ITGB7|ZYX|PRKCA|BAD|PAK4|BRAF|RAPGEF1|ARHGAP5|DIAPH1|RAF1|PPP1CA|SHC1|MAPK1|AKT2|CAV1|PPP1CB|TLN2|TLN1|PIK3R5|FYN|SOS2|FLNB|RAP1A|SRC|VCL|PDPK1|PRKCB|MYLK|ITGA4|GSK3B|FLNC|PIK3R1|TNC|CTNNB1,4.6619000435
KEGG_GAP_JUNCTION,21.1,0.0498621324,SOS1|CDK1|MAP3K2|PRKCA|ITPR3|MAP2K2|TUBA4A|PRKACA|RAF1|TUBA1C|GNAI3|MAPK1|ITPR1|SOS2|PLCB2|TUBB1|SRC|PRKCB|TUBB,2.9384000301
KEGG_GLIOMA,29.2,0.1060862721,SOS1|PRKCA|ARAF|BRAF|RB1|MAP2K2|PLCG1|RAF1|SHC1|MAPK1|AKT2|MTOR|PIK3R5|CAMK2G|E2F1|SOS2|CAMK2D|PRKCB|PIK3R1,2.6354999542
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,27.4,0.4371011174,PDHA1|PGAM1|ENO1|ENO2|GAPDH|ALDOC|LDHA|PFKP|TPI1|PGK1|ALDOA|PCK2|ACSS2|PGM1|LDHB|GPI|PGM2,-1.3313000202
KEGG_GNRH_SIGNALING_PATHWAY,23.8,0.1514454854,SOS1|PRKCD|MAP3K3|MAP3K2|PRKCA|PTK2B|MAP3K4|ITPR3|MAP2K2|PRKACA|RAF1|MAPK1|MAP3K1|MAP2K7|CAMK2G|ITPR1|MAPK13|SOS2|PLCB2|CAMK2D|MAPK14|SRC|PRKCB|PLA2G4A,2.388299942
KEGG_HEMATOPOIETIC_CELL_LINEAGE,11.5,0.0060784314,CD5|CD2|CD8A|CD3E|CD3D|CD3G|CD44|CD33|CD7|ITGA4,4.4923000336
KEGG_HUNTINGTONS_DISEASE,9.9,0.1514454854,EP300|NDUFV3|CREB1|SIN3A|DCTN2|DCTN4|VDAC2|CREBBP|VDAC1|POLR2A|ITPR1|PLCB2|RCOR1|HDAC1|SLC25A6|HTT|CLTC|NRF1,-2.3842000961
KEGG_INOSITOL_PHOSPHATE_METABOLISM,24.1,0.6010240774,ITPKB|PI4KA|PLCG1|PI4KB|PIKFYVE|PIK3C2A|INPP4A|PIP5K1A|SYNJ1|TPI1|INPPL1|PLCB2|SYNJ2,-0.9929000139
KEGG_INSULIN_SIGNALING_PATHWAY,35.8,0.0060784314,SOS1|RPS6|PDE3B|INPP5D|ACACA|CBL|ARAF|BAD|FASN|BRAF|PTPN1|TSC2|MAP2K2|RAPGEF1|PRKACA|PRKAB1|FOXO1|RAF1|PHKB|PPP1CA|GYS1|PRKAR1B|IRS2|RPS6KB1|FLOT2|TSC1|SHC1|MAPK1|EIF4EBP1|AKT2|RPTOR|PPP1CB|MTOR|PRKAR1A|PIK3R5|PPP1R3D|IKBKB|PHKA2|IRS1|SOS2|TRIP10|PCK2|CBLB|PDPK1|PRKAA1|GSK3B|PIK3R1|EXOC7|FLOT1,4.954199791
KEGG_JAK_STAT_SIGNALING_PATHWAY,13.5,0.7892449081,SOS1|STAT5A|CBL|EP300|STAT4|STAT3|IFNAR2|AKT2|TYK2|PTPN6|PIK3R5|IL10RB|STAT1|CREBBP|PIAS1|SOS2|STAT5B|CBLB|SPRY1|PIK3R1|JAK3,-0.5228999853
KEGG_LEISHMANIA_INFECTION,18.1,0.5645326767,TAB2|MARCKSL1|MAP3K7|MAPK1|NFKB1|PTPN6|STAT1|NCF4|RELA|MAPK13|MAPK14|PRKCB|ITGA4,0.9921000004
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,19,0.0323548598,PXN|ARHGAP35|MYL9|SIPA1|PRKCA|PTK2B|ARHGAP5|PLCG1|CXCR4|GNAI3|MSN|CTNND1|PIK3R5|NCF4|MAPK13|MAPK14|RAP1A|VCL|PRKCB|ITGA4|PIK3R1|CTNNB1,3.1809000969
KEGG_LONG_TERM_DEPRESSION,20,0.0854276896,PRKCA|ARAF|BRAF|ITPR3|MAP2K2|RAF1|GNAI3|LYN|MAPK1|ITPR1|PLCB2|PRKCB|PLA2G4A|PPP2CB,2.7019999027
KEGG_LONG_TERM_POTENTIATION,31.4,0.026105996,RPS6KA1|PPP1R12A|PRKCA|ARAF|EP300|BRAF|ITPR3|MAP2K2|PRKACA|RAF1|PPP1CA|CAMK4|RPS6KA3|MAPK1|PPP1CB|CREBBP|CAMK2G|ITPR1|PLCB2|CAMK2D|RAP1A|PRKCB,3.5680000782
KEGG_LYSINE_DEGRADATION,27.3,0.0100829403,DOT1L|NSD1|SUV39H2|SETD2|ASH1L|HADHA|EHMT2|EHMT1|SUV39H1|SETD1B|SETDB1|SETD1A,-3.820800066
KEGG_MAPK_SIGNALING_PATHWAY,22.1,0.0462054403,SOS1|RPS6KA1|PAK1|PAK2|FLNA|PTPN7|NFATC2|STMN1|MAP3K3|TAB2|JUND|RASGRP2|MAP4K4|MAP3K2|PRKCA|MAP3K4|BRAF|HSPB1|MAP2K2|MAP4K1|PRKACA|RAF1|MAP4K2|RPS6KA3|MAP3K7|STK4|RPS6KA4|TAOK1|ARRB1|MAPK1|ATF2|MAP3K1|AKT2|ELK4|NFKB1|NF1|MAP2K7|RELA|IKBKB|MAPK13|RRAS2|SOS2|RAPGEF2|IKBKG|STK3|FLNB|MAPK14|FAS|RAP1A|MAP3K11|HSPA8|PRKCB|PLA2G4A|MEF2C|RELB|DAXX|MAP3K8|FLNC|SRF,3.157200098
KEGG_MELANOGENESIS,15.8,0.4293453909,PRKCA|EP300|MAP2K2|PRKACA|CREB1|RAF1|GNAI3|MAPK1|FZD6|CREBBP|CAMK2G|PLCB2|CAMK2D|PRKCB|GSK3B|CTNNB1,1.4628000259
KEGG_MELANOMA,15.5,0.2340078408,ARAF|BAD|BRAF|RB1|MAP2K2|RAF1|MAPK1|AKT2|PIK3R5|E2F1|PIK3R1,1.88349998
KEGG_MTOR_SIGNALING_PATHWAY,38.5,0.0462054403,RPS6KA1|RPS6|EIF4B|BRAF|TSC2|RICTOR|RPS6KA3|RPS6KB1|TSC1|STK11|MAPK1|EIF4EBP1|AKT2|RPTOR|MTOR|PIK3R5|ULK1|PDPK1|PRKAA1|PIK3R1,3.2427999973
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,21.2,0.2819155059,SOS1|CD247|PAK1|NFATC2|NFATC3|PRKCA|ARAF|PTK2B|LCK|BRAF|MAP2K2|PLCG1|RAF1|IFNAR2|SHC1|MAPK1|PTPN6|PIK3R5|SH3BP2|FYN|SOS2|FAS|LAT|PRKCB|NFATC1|ZAP70|LCP2|PIK3R1|CD244,1.7587000132
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,31,0.081980219,SOS1|RPS6KA1|PRKCD|MAP3K3|BAD|BRAF|MAP2K2|RAPGEF1|KIDINS220|PLCG1|RAF1|ABL1|CAMK4|RPS6KA3|PSEN1|IRS2|RPS6KA4|SHC1|MAPK1|MAP3K1|AKT2|NFKB1|YWHAZ|PIK3R5|MAP2K7|RELA|CAMK2G|ARHGDIA|IKBKB|MAPK13|IRS1|SOS2|CAMK2D|MAPK14|RAP1A|PDPK1|FOXO3|GSK3B|PIK3R1,2.8313999176
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,22.6,0.8586867678,TAB2|HSP90AA1|SUGT1|TNFAIP3|MAP3K7|MAPK1|NFKB1|HSP90AB1|RELA|IKBKB|MAPK13|IKBKG|MAPK14|PSTPIP1,-0.3770999908
KEGG_NON_SMALL_CELL_LUNG_CANCER,37,0.1282969613,SOS1|PRKCA|ARAF|BAD|BRAF|RB1|MAP2K2|PLCG1|RAF1|STK4|MAPK1|AKT2|PIK3R5|E2F1|SOS2|PDPK1|PRKCB|FOXO3|RASSF1|PIK3R1,2.3722999096
KEGG_NOTCH_SIGNALING_PATHWAY,23.4,0.0060784314,NCOR2|EP300|DTX3L|NOTCH2|SNW1|NUMB|PSEN1|ADAM17|KAT2B|CREBBP|HDAC1,3.2676000595
KEGG_NUCLEOTIDE_EXCISION_REPAIR,34.1,0.7514977457,RAD23B|CUL4A|LIG1|CDK7|POLD3|RPA2|MNAT1|CUL4B|CETN2|POLE|RFC3|RFC1|ERCC5|RPA1|DDB2,0.5899999738
KEGG_OOCYTE_MEIOSIS,24.8,0.626562002,RPS6KA1|PPP2R5C|PPP2R5D|SLK|CDK1|ITPR3|PRKACA|ANAPC1|PPP1CA|RPS6KA3|MAPK1|PPP1CB|ANAPC2|PTTG1|YWHAZ|BUB1|SKP1|PKMYT1|CAMK2G|ITPR1|CDC20|CCNE2|ANAPC5|SMC3|CCNB2|CAMK2D|PPP2CB|CDC23,0.8928999901
KEGG_P53_SIGNALING_PATHWAY,14.7,0.7234851759,CHEK1|CDK1|TSC2|GTSE1|RRM2|EI24|CCNE2|CCNB2|FAS|DDB2,0.6707000136
KEGG_PANCREATIC_CANCER,28.6,0.6910518053,ARHGEF6|ARAF|BAD|BRAF|RB1|RAF1|STAT3|MAPK1|AKT2|NFKB1|PIK3R5|STAT1|RELA|E2F1|IKBKB|RALBP1|BRCA2|IKBKG|SMAD3|PIK3R1,0.7278000116
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,32.1,0.9559632307,ARPC1B|ARHGEF2|PRKCA|NCK1|TUBA4A|ARPC5L|WAS|ABL1|NCL|TUBA1C|YWHAZ|CTTN|FYN|NCK2|TUBB1|TUBB|CTNNB1|HCLS1,0.1726000011
KEGG_PATHWAYS_IN_CANCER,18.8,0.6332158271,SOS1|STAT5A|CBL|PRKCA|ARAF|BAD|EP300|HSP90AA1|BRAF|TPR|RB1|MAP2K2|PLCG1|FOXO1|RAF1|ABL1|BCR|CCDC6|EGLN1|STK4|STAT3|MAPK1|SLC2A1|TRAF1|AKT2|MSH6|NFKB1|RUNX1|MTOR|MLH1|AXIN1|FZD6|ARNT|PIK3R5|STAT1|CREBBP|PIAS1|HSP90AB1|RELA|E2F1|IKBKB|APC|PML|SOS2|CCNE2|TRAF3|RALBP1|BRCA2|IKBKG|FAS|HDAC1|SMAD3|STAT5B|CBLB|PRKCB|JUP|GSK3B|RASSF1|APPL1|PIK3R1|CTNNB1,-0.8723999858
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,28.9,0.8258196721,INPP5D|PRKCA|ITPKB|ITPR3|PI4KA|PLCG1|CDS2|PI4KB|PIKFYVE|PIK3C2A|INPP4A|PIP5K1A|DGKH|SYNJ1|INPPL1|PIK3R5|ITPR1|PLCB2|PRKCB|SYNJ2|DGKQ|PIK3R1,0.4690999985
KEGG_PRIMARY_IMMUNODEFICIENCY,28.6,0.2522343847,CD8A|CD3E|CD3D|LCK|RFX5|UNG|PTPRC|IKBKG|ZAP70|JAK3,1.9337999821
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,28.2,0.9356136821,RPS6KA1|PDE3B|CDK1|ARAF|HSP90AA1|BRAF|PRKACA|ANAPC1|RAF1|RPS6KA3|GNAI3|MAPK1|AKT2|ANAPC2|BUB1|PIK3R5|PKMYT1|HSP90AB1|MAPK13|ANAPC5|CCNB2|MAPK14|PIK3R1|CDC23,0.1497000009
KEGG_PROSTATE_CANCER,31.5,0.6758279443,SOS1|ARAF|BAD|EP300|HSP90AA1|BRAF|RB1|MAP2K2|FOXO1|CREB1|RAF1|MAPK1|AKT2|NFKB1|MTOR|PIK3R5|CREBBP|HSP90AB1|RELA|E2F1|IKBKB|SOS2|CCNE2|IKBKG|PDPK1|GSK3B|PIK3R1|CTNNB1,0.7928000093
KEGG_PURINE_METABOLISM,11.3,0.8956473011,PDE3B|AMPD2|NME1|PFAS|POLD3|GMPS|PAICS|RRM2|NME2|PDE7A|POLE|POLA1|POLR2A|GMPR2|IMPDH2|POLA2|APRT|PDE7B,-0.288500011
KEGG_PYRIMIDINE_METABOLISM,17.3,0.710410391,UCK1|NME1|POLD3|UMPS|CAD|UCKL1|DUT|RRM2|NME2|POLE|POLA1|POLR2A|CTPS1|POLA2|TK1|DPYD|UPP1,-0.7447000146
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,23.5,0.0060784314,PXN|SOS1|ARHGAP35|IQGAP1|MYL9|PAK1|ARHGEF6|SLC9A1|PAK2|PPP1R12A|ARPC1B|ITGB7|IQGAP2|ARAF|ARHGEF1|PAK4|BRAF|MAP2K2|WASF2|F2R|CFL1|FGD3|ARPC5L|DIAPH1|RAF1|WAS|PPP1CA|SSH2|SSH1|PIKFYVE|GIT1|MAPK1|MSN|PPP1CB|PIP5K1A|LIMK1|PIK3R5|IQGAP3|APC|RRAS2|SOS2|TIAM1|DIAPH3|VCL|MYLK|MYH9|SSH3|ITGA4|ARHGEF7|PIK3R1,4.6746997833
KEGG_RENAL_CELL_CARCINOMA,30,0.0100829403,SOS1|PAK1|PAK2|ARAF|EP300|PAK4|BRAF|MAP2K2|RAPGEF1|RAF1|EGLN1|MAPK1|SLC2A1|AKT2|FLCN|ARNT|PIK3R5|CREBBP|SOS2|RAP1A|PIK3R1,4.6412000656
KEGG_RIBOSOME,26.1,0.3728923476,RPL24|RPS6|RPS20|RPS17|RPS2|RPS27|RPS10|RPL34|RPL4|RPLP2|RPL18A|RPL30|RPL18|RPS28|RPL23A|RPSA|RPLP0|RPS3|RPS8|RPL23|RPS23|RPL29|RPL12,1.5243999958
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,26.8,0.0558491472,RIPK1|CYLD|DDX3X|IFIH1|OTUD5|MAVS|MAP3K7|CASP10|MAP3K1|NFKB1|TANK|RELA|IKBKB|MAPK13|TRAF3|IKBKG|MAPK14|IKBKE|TRIM25,2.6995999813
KEGG_RNA_DEGRADATION,30.5,0.5034399268,DCP1B|EDC4|PARN|EDC3|ENO1|ENO2|HSPD1|PATL1|EXOSC9|CNOT4|CNOT2|XRN1|XRN2|CNOT3|DCP1A|DCP2|PAPOLG|PAPOLA,-1.1909999847
KEGG_SMALL_CELL_LUNG_CANCER,15.5,0.5249641774,RB1|TRAF1|AKT2|NFKB1|PIK3R5|PIAS1|RELA|E2F1|IKBKB|CCNE2|TRAF3|IKBKG|PIK3R1,-1.1319999695
KEGG_SPLICEOSOME,40.2,0.0993872898,PRPF6|WBP11|SF3B1|SRSF6|SART1|SRSF4|ACIN1|HNRNPA1|RBMX|SRSF9|TRA2A|HNRNPC|SRSF1|PCBP1|SRSF10|SF3B2|CTNNBL1|SNW1|PRPF40A|CDC5L|PRPF38B|TRA2B|PRPF40B|HNRNPA3|THOC2|HNRNPK|HNRNPM|SF3B3|RBM8A|USP39|RBM25|SRSF2|SRSF3|HSPA8|HNRNPA1L2|SNRPA|SNRNP70|EIF4A3|SRSF8|U2SURP|SLU7|SRSF5|SNRPD2|RBM17|U2AF2|MAGOHB|DHX8|DDX39B|THOC1|CHERP|SRSF7,-2.6380999088
KEGG_TGF_BETA_SIGNALING_PATHWAY,12.8,0.0588235294,EP300|RBL1|RPS6KB1|MAPK1|RBL2|SKP1|CREBBP|TFDP1|SMAD3|PPP2CB|ACVR2A,-2.9474000931
KEGG_TIGHT_JUNCTION,18.2,0.8710440698,MYL9|PRKCQ|PRKCD|SPTAN1|EPB41|PRKCA|TJAP1|TJP2|SYMPK|GNAI3|CSNK2B|AKT2|CTTN|EPB41L2|RRAS2|ASH1L|SRC|PRKCB|MYH9|PPP2CB|CASK|CTNNB1|PRKCH|HCLS1,0.3732999861
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,19.6,0.4336445429,RIPK1|TAB2|MAP2K2|MAP3K7|IFNAR2|MAPK1|AKT2|NFKB1|PIK3R5|MAP2K7|STAT1|RELA|IKBKB|MAPK13|TRAF3|IKBKG|MAPK14|IKBKE|MAP3K8|PIK3R1,1.3162000179
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,42.6,0.0100829403,SOS1|GRAP2|CD247|PAK1|PAK2|PRKCQ|CBL|NFATC2|NFATC3|CD8A|CD3E|CD3D|NCK1|LCK|PAK4|CD3G|MAP2K2|PLCG1|RAF1|MAP3K7|MAPK1|AKT2|NFKB1|PTPRC|PTPN6|PIK3R5|MAP2K7|RELA|FYN|NCK2|IKBKB|MAPK13|CARD11|SOS2|IKBKG|MAPK14|CBLB|PDPK1|LAT|NFATC1|ZAP70|MAP3K8|GSK3B|DLG1|LCP2|PIK3R1,3.9932000637
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,21.5,0.0060784314,CBL|CUL4A|TRIP12|ANAPC1|UBE2O|HUWE1|UBE2J1|MAP3K1|UBR5|ANAPC2|HERC1|CUL4B|BRCA1|SKP1|PIAS1|UBE4B|PML|HERC2|CDC20|ANAPC5|CBLB|WWP2|STUB1|UBA7|CUL3|DDB2|UBA1|ITCH|CDC23,-5.6722998619
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,20,0.0060784314,MYL9|PPP1R12A|PRKCQ|PRKCD|PRKCA|ARAF|ARHGEF1|BRAF|ITPR3|MAP2K2|PRKACA|RAF1|PPP1CA|MYL6|MAPK1|PPP1R14A|PPP1CB|ITPR1|PLCB2|PRKCB|PLA2G4A|MYLK|PRKCH,3.76060009
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,27.3,0.3273645546,DYNC1H1|DYNC1LI1|STX4|PRKACA|CREB1|DCTN2|DCTN4|RAB11A|ARHGDIA|DYNC1LI2|RAB5B|RAB5C,1.6957000494
KEGG_VEGF_SIGNALING_PATHWAY,27.6,0.1271993172,PXN|NFATC2|NFATC3|PRKCA|BAD|HSPB1|MAP2K2|PLCG1|RAF1|MAPK1|AKT2|PIK3R5|MAPK13|SPHK2|MAPK14|SRC|PRKCB|PLA2G4A|NFATC1|SH2D2A|PIK3R1,2.3252000809
KEGG_WNT_SIGNALING_PATHWAY,17.9,0.2591843865,PPP2R5C|PPP2R5D|NFATC2|NFATC3|PRKCA|EP300|PRKACA|PSEN1|MAP3K7|CSNK2B|AXIN1|FZD6|SKP1|CREBBP|CSNK1A1|CAMK2G|APC|PLCB2|CAMK2D|SMAD3|PRKCB|NFATC1|PPP2CB|CSNK1E|GSK3B|CHD8|CTNNB1,-1.853399992
WP_10Q11_21Q11_23_COPY_NUMBER_VARIATION_SYNDROME,27.9,0.1910273413,RIF1|SF3B1|JUND|EIF4ENIF1|HSF1|BAZ1B|SMARCB1|SMARCC2|DEK|DDX21|MYBBP1A|ATF2|ERCC5|PARG|SIRT6|SIRT1|ITCH,2.1659998894
WP_15Q11Q13_COPY_NUMBER_VARIATION,22,0.9631287979,TJP2|MTMR10|SMC5|SIN3A|CANX|FANCD2|CDC42BPB|KAT2B|CREBBP|RELA|KLF13|HDAC1|FANCI,0.1284999996
WP_16P11_2_PROXIMAL_DELETION_SYNDROME,25,0.7690995643,MVP|PPP2R5D|NR3C1|BPTF|C16orf54|SPN|HIRIP3|CCDC6|CORO1A|PARP4|MSN|NFKB1|PPP4R2|ALDOA|CCT4|PPP2CB|HIRA|CCT8|KIF22,-0.6190000176
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,12,0.0783336943,LASP1|ACACA|TAF15|CDK12|SYNRG|AATF|MED1|LIG3|MLLT6|RPL23|CWC25|FBXL20,-2.8192999363
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,14.7,0.2321954813,NADK|INTS10|IFIH1|CDK11A|MEPCE|NOC2L|MCM2|INTS9|SMAD3|HSPA8|CCNL2|TRIM25|CUL3|ELAVL1,-1.9802000523
WP_22Q11_2_COPY_NUMBER_VARIATION_SYNDROME,15.7,0.9921875,NCOR1|DGCR8|CBX5|PAK4|PI4KA|THAP7|RAF1|HIRIP3|PPP1CB|POLR2A|DEPDC5|KLHL22|RTN4|RANGAP1|HIRA|DROSHA|RCC1|ZDHHC8|CUL3|SRF,-0.0175000001
