Signature ID,Percent Overlap (P915_L_p),adj p-val (P915_L_p),Overlap (P915_L_p),Score (P915_L_p)
KEGG_ERBB_SIGNALING_PATHWAY,24.1,0.003704918,SOS1|CBL|NCK1|PAK2|BRAF|MAPK1|PRKCA|STAT5A|RAF1|PAK1|MAP2K2|BAD|PAK4|CBLB|ABL2|ARAF|SRC|GSK3B|CAMK2G|EIF4EBP1|ABL1,5.3562002182
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,16.5,0.2835249985,SOS1|INPP5D|MAPK1|PRKCD|PRKCA|RAF1|MAP2K2|LAT|LYN|FYN|PDPK1|MAPK14|LCP2,1.6943000555
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,22.9,0.003704918,DOCK2|INPP5D|WASF2|MAPK1|PRKCD|PRKCA|DNM1L|RAF1|MARCKS|PAK1|ASAP1|LAT|LYN|PIKFYVE|CFL1|SPHK2|ARPC1B|MARCKSL1|PTPRC|WAS|ARPC5L|LIMK1,5.0241999626
KEGG_FOCAL_ADHESION,12.1,0.003704918,FLNA|PPP1R12A|SOS1|PXN|ARHGAP35|MYL9|ZYX|PAK2|PPP1CA|BRAF|MAPK1|PRKCA|RAF1|PAK1|BAD|PPP1CB|RAPGEF1|DIAPH1|PAK4|SRC|FYN|GSK3B|PDPK1|ITGA4,6.1149001122
KEGG_GAP_JUNCTION,14.4,0.2835249985,SOS1|MAPK1|PRKCA|RAF1|MAP2K2|MAP3K2|TUBA1C|ITPR1|PRKACA|SRC|ITPR3|TUBA4A|CDK1,1.6216000319
KEGG_GLIOMA,15.4,0.3055965945,SOS1|BRAF|MAPK1|PRKCA|RAF1|MAP2K2|RB1|ARAF|CAMK2G|E2F1,1.5130000114
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,19.4,0.3887238368,PDHA1|LDHA|PGAM1|GAPDH|PFKP|TPI1|PGM1|GPI|PGM2|PGK1|ENO1|ACSS2,1.2520999908
KEGG_GNRH_SIGNALING_PATHWAY,16.8,0.1613698093,SOS1|MAPK1|PRKCD|PRKCA|RAF1|PTK2B|MAP2K2|MAP3K2|ITPR1|PRKACA|SRC|ITPR3|CAMK2G|MAP3K4|MAP3K3|MAP3K1|MAPK14,1.9671000242
KEGG_HUNTINGTONS_DISEASE,6.6,0.1846405229,ITPR1|POLR2A|CLTC|CREBBP|EP300|SIN3A|VDAC1|HDAC1|VDAC2|RCOR1|DCTN2|HTT,-1.909700036
KEGG_INOSITOL_PHOSPHATE_METABOLISM,18.5,0.5190498663,PI4KB|INPP4A|PIKFYVE|INPPL1|ITPKB|PIK3C2A|PI4KA|TPI1|SYNJ2|SYNJ1,0.9695000052
KEGG_INSULIN_SIGNALING_PATHWAY,22.6,0.0805389628,SOS1|CBL|INPP5D|PPP1CA|BRAF|MAPK1|PRKAB1|RAF1|MAP2K2|BAD|PPP1CB|RAPGEF1|FASN|CBLB|TSC2|PHKA2|PRKACA|PTPN1|TSC1|ARAF|IRS2|IKBKB|EXOC7|GSK3B|PRKAR1B|EIF4EBP1|PDPK1|FOXO1|TRIP10|RPTOR|PRKAR1A,2.59010005
KEGG_JAK_STAT_SIGNALING_PATHWAY,8.4,0.0442581858,SOS1|CBL|STAT3|STAT5A|STAT4|CBLB|STAT1|CREBBP|EP300|IL10RB|PIAS1|JAK3|IFNAR2,2.7360999584
KEGG_LEISHMANIA_INFECTION,13.9,0.0618308498,TAB2|MAPK1|NFKB1|MAP3K7|STAT1|MARCKSL1|RELA|NCF4|ITGA4|MAPK14,2.6819999218
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,9.5,0.1068254869,PXN|ARHGAP35|MYL9|SIPA1|PRKCA|PTK2B|MSN|CTNND1|NCF4|ITGA4|MAPK14,2.5216999054
KEGG_LONG_TERM_POTENTIATION,25.7,0.003704918,PPP1R12A|PPP1CA|RPS6KA1|RPS6KA3|BRAF|MAPK1|PRKCA|RAF1|MAP2K2|PPP1CB|ITPR1|PRKACA|ARAF|CREBBP|EP300|ITPR3|CAMK2G|CAMK4,6.5033998489
KEGG_MAPK_SIGNALING_PATHWAY,15.4,0.003704918,FLNA|SOS1|PTPN7|NFATC2|STMN1|HSPB1|PAK2|JUND|TAB2|RPS6KA1|RPS6KA3|BRAF|MAPK1|NFKB1|PRKCA|MAP4K1|ATF2|ARRB1|RAF1|PAK1|MAP2K2|MAP3K2|MAP3K7|NF1|MAP4K4|PRKACA|TAOK1|RELB|MAP3K11|RELA|IKBKB|RPS6KA4|MAP3K4|STK4|DAXX|RRAS2|SRF|MAP3K3|MAP3K1|MAP3K8|MAPK14,5.0190000534
KEGG_MTOR_SIGNALING_PATHWAY,23.1,0.003704918,EIF4B|RPS6KA1|RPS6KA3|BRAF|MAPK1|RICTOR|STK11|TSC2|TSC1|EIF4EBP1|PDPK1|RPTOR,4.0383000374
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,15.3,0.0675862585,SOS1|NFATC2|NFATC3|CD247|BRAF|MAPK1|LCK|PRKCA|RAF1|PAK1|PTK2B|MAP2K2|LAT|KLRK1|ARAF|ZAP70|FYN|NFATC1|IFNAR2|CD244|LCP2,2.7546000481
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,20.6,0.003704918,SOS1|RPS6KA1|RPS6KA3|BRAF|MAPK1|NFKB1|PRKCD|KIDINS220|RAF1|MAP2K2|BAD|RAPGEF1|YWHAZ|IRS2|RELA|IKBKB|GSK3B|CAMK2G|RPS6KA4|PDPK1|CAMK4|ABL1|ARHGDIA|MAP3K3|MAP3K1|MAPK14,3.9087998867
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,16.1,0.1565181966,TAB2|MAPK1|NFKB1|HSP90AA1|MAP3K7|HSP90AB1|RELA|IKBKB|PSTPIP1|MAPK14,2.0641999245
KEGG_NON_SMALL_CELL_LUNG_CANCER,22.2,0.2685148515,SOS1|BRAF|MAPK1|PRKCA|RAF1|MAP2K2|BAD|RB1|ARAF|PDPK1|STK4|E2F1,1.7128000259
KEGG_NUCLEOTIDE_EXCISION_REPAIR,22.7,0.5051173139,CUL4A|RAD23B|CDK7|LIG1|RFC1|ERCC5|POLD3|CUL4B|CETN2|DDB2,0.975300014
KEGG_OOCYTE_MEIOSIS,18.6,0.0117543038,PPP2R5D|PPP1CA|RPS6KA1|RPS6KA3|MAPK1|SLK|BUB1|PPP1CB|ANAPC1|SMC3|ANAPC2|ITPR1|YWHAZ|PRKACA|ITPR3|CAMK2G|PTTG1|CDC20|CCNB2|CDK1|CDC23,3.7657999992
KEGG_PANCREATIC_CANCER,20,0.0698151951,BRAF|ARHGEF6|MAPK1|STAT3|NFKB1|RAF1|BAD|RB1|STAT1|ARAF|RELA|IKBKB|E2F1|RALBP1,2.5529999733
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,25,0.9237333812,NCK1|ARHGEF2|PRKCA|NCL|TUBA1C|YWHAZ|ARPC1B|WAS|FYN|HCLS1|ABL1|CTTN|ARPC5L|TUBA4A,0.1495999992
KEGG_PATHWAYS_IN_CANCER,11.7,0.1121031746,SOS1|CBL|TPR|BRAF|MAPK1|STAT3|NFKB1|HSP90AA1|PRKCA|STAT5A|RAF1|MAP2K2|BAD|RB1|HSP90AB1|CBLB|STAT1|PML|MSH6|ARAF|CREBBP|EP300|TRAF1|CCDC6|RELA|IKBKB|GSK3B|HDAC1|ARNT|PIAS1|ABL1|FOXO1|STK4|BCR|EGLN1|E2F1|RALBP1|RUNX1,2.4254000187
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,18.4,0.1072106262,INPP5D|PI4KB|PRKCA|INPP4A|PIKFYVE|INPPL1|ITPR1|CDS2|ITPKB|PIK3C2A|PI4KA|ITPR3|SYNJ2|SYNJ1,2.2430000305
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,18.8,0.1055428516,RPS6KA1|RPS6KA3|BRAF|MAPK1|HSP90AA1|RAF1|BUB1|ANAPC1|HSP90AB1|ANAPC2|PRKACA|ARAF|CCNB2|MAPK14|CDK1|CDC23,2.3471000195
KEGG_PROSTATE_CANCER,21.3,0.0333052632,SOS1|BRAF|MAPK1|NFKB1|HSP90AA1|RAF1|MAP2K2|BAD|RB1|HSP90AB1|ARAF|CREBBP|EP300|RELA|IKBKB|GSK3B|PDPK1|FOXO1|E2F1,2.8427000046
KEGG_PURINE_METABOLISM,8.8,0.268889216,AMPD2|POLA1|RRM2|NME1|PDE7A|POLR2A|IMPDH2|PFAS|APRT|PAICS|POLD3|GMPS|NME2|POLA2,1.6534999609
KEGG_PYRIMIDINE_METABOLISM,13.3,0.3303552635,POLA1|UCK1|CAD|RRM2|NME1|POLR2A|DUT|CTPS1|UMPS|POLD3|UPP1|NME2|POLA2,1.4509999752
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,18.3,0.003704918,IQGAP2|PPP1R12A|ARHGEF1|SOS1|PXN|ARHGAP35|MYL9|SLC9A1|WASF2|PAK2|PPP1CA|BRAF|ARHGEF6|MAPK1|GIT1|RAF1|PAK1|FGD3|MAP2K2|PPP1CB|DIAPH1|PAK4|PIKFYVE|CFL1|ARPC1B|TIAM1|MSN|ARAF|WAS|IQGAP1|ARHGEF7|SSH1|SSH2|ITGA4|ARPC5L|LIMK1|MYH9|RRAS2|ABI2,6.7102999687
KEGG_RENAL_CELL_CARCINOMA,21.4,0.0253249664,SOS1|PAK2|BRAF|MAPK1|RAF1|PAK1|MAP2K2|RAPGEF1|PAK4|ARAF|CREBBP|EP300|ARNT|EGLN1|FLCN,3.2019999027
KEGG_RIBOSOME,11.4,0.268889216,RPL18A|RPS10|RPS27|RPSA|RPS3|RPL30|RPL4|RPL23A|RPS2|RPL12,-1.6648999453
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,18.3,0.1239696377,CYLD|NFKB1|MAVS|IKBKE|RIPK1|MAP3K7|OTUD5|IFIH1|RELA|IKBKB|TRIM25|MAP3K1|MAPK14,2.3157000542
KEGG_RNA_DEGRADATION,25.4,0.2921166437,PARN|PATL1|DCP2|DCP1B|CNOT4|DCP1A|EDC3|PAPOLG|HSPD1|CNOT3|EDC4|EXOSC9|CNOT2|ENO1|XRN2,-1.5708999634
KEGG_SPLICEOSOME,31.5,0.003704918,SART1|ACIN1|SF3B2|SF3B1|TRA2A|CTNNBL1|RBMX|USP39|CDC5L|SNW1|TRA2B|PRPF38B|PRPF40B|SRSF9|DDX23|PCBP1|HNRNPK|THOC2|SRSF6|WBP11|RBM8A|SRSF3|EIF4A3|SRSF1|HNRNPA1|MAGOHB|DHX8|HNRNPA3|SRSF4|U2AF2|U2SURP|SLU7|HNRNPM|THOC1|HNRNPC|RBM17|SNRNP70|RBM25|PRPF40A|SRSF7,-5.3062000275
KEGG_TIGHT_JUNCTION,13.6,0.9295801593,PRKCQ|SYMPK|MYL9|PRKCD|SPTAN1|PRKCA|TJP2|CSNK2B|EPB41L2|TJAP1|EPB41L3|PRKCH|SRC|HCLS1|CTTN|MYH9|RRAS2|EPB41,-0.1368999928
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,12.7,0.0168740667,TAB2|MAPK1|NFKB1|IKBKE|RIPK1|MAP2K2|MAP3K7|STAT1|RELA|IKBKB|IFNAR2|MAP3K8|MAPK14,3.3989999294
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,32.4,0.003704918,GRAP2|PRKCQ|SOS1|CBL|NFATC2|CD8A|NFATC3|NCK1|CD247|PAK2|MAPK1|CD3E|NFKB1|LCK|CD3D|CD3G|RAF1|PAK1|MAP2K2|MAP3K7|LAT|PAK4|CBLB|ZAP70|PTPRC|CARD11|FYN|RELA|IKBKB|GSK3B|NFATC1|PDPK1|MAP3K8|MAPK14|LCP2,5.5706000328
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,15.6,0.0261301885,CBL|CUL4A|UBR5|HUWE1|ANAPC1|ANAPC2|CBLB|PML|UBA7|UBE2O|TRIP12|BRCA1|CDC20|PIAS1|UBA6|CUL4B|DDB2|MAP3K1|WWP2|NEDD4L|CDC23,-3.214799881
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,15.7,0.003704918,PPP1R12A|PRKCQ|ARHGEF1|MYL9|PPP1CA|BRAF|MAPK1|PRKCD|PRKCA|RAF1|MAP2K2|PPP1CB|ITPR1|PRKACA|ARAF|PRKCH|ITPR3|MYL6,6.1139001846
KEGG_VEGF_SIGNALING_PATHWAY,18.4,0.0115232632,PXN|NFATC2|HSPB1|NFATC3|MAPK1|PRKCA|RAF1|MAP2K2|BAD|SPHK2|SH2D2A|SRC|NFATC1|MAPK14,3.3145000935
KEGG_WNT_SIGNALING_PATHWAY,9.3,0.3960802334,PPP2R5D|NFATC2|NFATC3|PRKCA|MAP3K7|CSNK2B|PRKACA|CREBBP|EP300|GSK3B|CSNK1A1|NFATC1|CAMK2G|CHD8,1.2760000229
WP_10Q11_21Q11_23_COPY_NUMBER_VARIATION_SYNDROME,24.6,0.877937312,RIF1|JUND|SF3B1|DDX21|ATF2|BAZ1B|SMARCC2|SIRT6|EIF4ENIF1|DEK|PARG|MYBBP1A|ERCC5|HSF1|SIRT1,-0.2136999965
WP_16P11_2_PROXIMAL_DELETION_SYNDROME,18.4,0.2835249985,SPN|PPP2R5D|MVP|NR3C1|CORO1A|NFKB1|C16orf54|MSN|HIRIP3|CCDC6|KIF22|PPP4R2|BPTF|PARP4,1.6548000574
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,11,0.5042097828,LASP1|SYNRG|AATF|RFFL|CDK12|MED1|MLLT6|LIG3|IKZF3|FBXL20|CWC25,-0.9932000041
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,10.5,0.0063964678,NADK|IFIH1|CDK11A|NOC2L|INTS9|MEPCE|CCNL2|TRIM25|MCM2|ELAVL1,-3.9774000645
WP_22Q11_2_COPY_NUMBER_VARIATION_SYNDROME,11,0.3960802334,RAF1|PPP1CB|NCOR1|PAK4|POLR2A|PI4KA|HIRIP3|MED15|DGCR8|CBX5|KLHL22|RCC1|DEPDC5|SRF,-1.2266000509
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,8.3,0.756019477,MAP4|HDAC4|LRRFIP1|MLPH|MYO5A|HDLBP|ING5|HJURP|PPP1R7|RRAGC|SH3BP4|CENPA,-0.4706999958
WP_5Q35_COPY_NUMBER_VARIATION,9.9,0.8924792838,SOS1|INPP5D|ARFGAP2|RGS14|UIMC1|SRC|NSD1|BRCA1|ABL1|PTPN2|DBN1,0.2284999937
WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME,16.8,0.3356959064,SF3B1|CLASP1|DDX21|BAZ1B|RB1|GAPDH|CHTF18|CFL1|CLASP2|DEK|SQSTM1|CLTC|BRD4|MYBBP1A|GTF2I|HMGA1|EIF2A|LIMK1,-1.4953000546
WP_ACUTE_VIRAL_MYOCARDITIS,17.6,0.5071928681,SOS1|EIF4G1|MAPK1|STAT3|PABPC1|ABL2|STAT1|BNIP2|DFFA|CASP2|SRC|FYN|GSK3B|ABL1|EIF4G2,1.006000042
WP_ADIPOGENESIS,13,0.5042097828,LMNA|NR3C1|STAT3|STAT5A|RB1|RBL1|NCOR1|MEF2D|STAT1|NCOR2|RBL2|IRS2|NCOA2|FOXO1|GATA3|E2F1|HMGA1,0.9836000204
WP_AGE_RAGE_PATHWAY,24.2,0.003704918,MAPK1|STAT3|NFKB1|PRKCD|PRKCA|STAT5A|ATF2|RAF1|DIAPH1|STAT1|MSN|SRC|RELA|IKBKB|FOXO1|MAPK14,4.3104000092
WP_ALZHEIMER_39_S_DISEASE,12.3,0.0251111111,BRAF|MAPK1|NFKB1|NRBF2|ATG2B|RAF1|KIF5B|MAP2K2|BAD|GAPDH|TUBA1C|ITPR1|KLC4|PSMA5|KLC2|CSNK2B|PSMD2|KLC1|ATP2A2|ARAF|IRS2|RELA|IKBKB|GSK3B|ITPR3|AMBRA1|VDAC1|CSNK1A1|VDAC2|RB1CC1|TUBA4A|PSMD1,3.2629001141
WP_ALZHEIMER_39_S_DISEASE_AND_MIRNA_EFFECTS,12,0.0214854427,BRAF|MAPK1|NFKB1|NRBF2|ATG2B|RAF1|KIF5B|MAP2K2|BAD|GAPDH|TUBA1C|ITPR1|KLC4|PSMA5|KLC2|CSNK2B|PSMD2|KLC1|ATP2A2|ARAF|IRS2|RELA|IKBKB|GSK3B|ITPR3|AMBRA1|VDAC1|CSNK1A1|VDAC2|RB1CC1|TUBA4A|PSMD1,3.2381000519
WP_AMP_ACTIVATED_PROTEIN_KINASE_SIGNALING,19.4,0.6699604743,CRTC2|PRKAB1|EEF2|FASN|CAMKK2|STK11|TSC2|TSC1|EIF4EBP1|CAMKK1|RPTOR|EEF2K|ELAVL1,0.6460000277
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,32.1,0.3572477023,SOS1|PXN|SMARCA4|NDRG1|MAPK1|STAT3|ARID1A|MAP4K1|RAD50|RAF1|PAK1|PTK2B|MAP2K2|BAD|RICTOR|RB1|RAPGEF1|SMARCC2|SMARCD2|STAT1|TSC2|TSC1|MSH6|FKBP5|SMARCC1|BRCA1|EIF4EBP1|E2F1|RPTOR|ACTL6A|ARID1B|CHEK1|ABCC4|MAPK14|CDK1,1.3710999489
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,27.6,0.0327427767,FLNA|STAT3|NCOA3|RB1|NCOR1|KAT7|NCOR2|PATZ1|CREBBP|EP300|NCOA2|SRC|RELA|GSK3B|SIN3A|BRCA1|HDAC1|KAT2B|ZNF318|PIAS1|FOXO1|NR2C2|DAXX|SIRT1,-3.1607000828
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY,28.8,0.3095440111,SOS1|CBL|RPS6KA1|RPS6KA3|MAPK1|MAP4K5|MAP4K1|PRKAB1|RAF1|MAP2K2|RICTOR|MAP3K2|RAPGEF1|MAP3K7|MINK1|FASN|CBLB|MAP4K4|TSC2|PTPN1|TSC1|PIK3C2A|IRS2|MAP3K11|EXOC7|GSK3B|EIF4EBP1|RPS6KA4|PDPK1|MAP3K4|FOXO1|TRIP10|RPTOR|CAP1|MAP3K3|MAP3K1|MAP3K8|MAPK14,1.4993000031
WP_APOPTOSIS,12.5,0.6278547208,NFKB1|RIPK1|BAD|DFFA|CASP2|TRAF1|RELA|IKBKB|SCAF11|CASP4|MAP3K1,0.7425000072
WP_APOPTOSIS_MODULATION_AND_SIGNALING,10.9,0.49062967,PEA15|NFKB1|RIPK1|BAD|DFFA|CASP2|IKBKB|PTPN13|DAXX|CASP4,1.045699954
WP_APOPTOSIS_RELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,26.4,0.003704918,VIM|HSPB1|SERBP1|PAK2|JUND|MAPK1|NFKB1|PTK2B|SQSTM1|BCL3|HSPD1|TRAF1|HDAC1|ABL1,8.1168003082
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586,26.1,0.1602836879,MAPK1|NFKB1|HSP90AA1|RAF1|RB1|NF1|NCOR2|EP300|SRC|RELA|ARNT|E2F1,2.0287001133
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,40,0.1318409985,TRIM28|RIF1|HSPB1|NFKB1|TP53BP1|HDAC4|RAD50|ATF2|BUB1|RNF20|MDC1|STK11|TSC2|HMGN1|LBR|NBN|CHEK1|CDK1,2.226099968
WP_ATM_SIGNALING_PATHWAY,32.5,0.3356959064,TP53BP1|RIPK1|RAD50|ATF2|MDC1|FANCD2|CASP2|BRCA1|ABL1|TLK1|NBN|CHEK1|CDK1,-1.442999959
WP_A_NETWORK_MAP_OF_MACROPHAGE_STIMULATING_PROTEIN_MSP_SIGNALING,22,0.003704918,VIM|HSPB1|RPS6KA1|RPS6KA3|PDCD4|NDRG1|MAPK1|NFKB1|RAF1|MAP2K2|LDHA|SRC|RELA|GSK3B|RPS6KA4|PDPK1|ABL1|MAPK14,7.4271998405
WP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,26.3,0.003704918,NCK1|RPS6KA1|RPS6KA3|MAPK1|STAT3|NFKB1|PRKCD|STAT5A|KIDINS220|RAF1|EEF2|MARCKS|PTK2B|MAP2K2|BAD|MAP3K2|CFL1|STAT1|TSC2|TIAM1|SQSTM1|IRS2|SRC|FYN|RELA|IKBKB|GSK3B|EIF4EBP1|PDPK1|CAMK4|KSR1|YBX1|MAP3K1|IGF2BP1|MAPK14|DPYSL2,4.9478001595
WP_BREAST_CANCER_PATHWAY,11,0.4901879777,SOS1|BRAF|MAPK1|RAD50|NCOA3|RAF1|MAP2K2|RB1|CSNK2B|NOTCH2|ARAF|GSK3B|BRCA1|CSNK1A1|E2F1|NBN|DDB2,1.0219000578
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,32.6,0.0063964678,SOS1|CBL|NFATC2|INPP5D|NFATC3|NCK1|RPS6KA1|BRAF|MAPK1|NFKB1|LCK|PRKCD|MAP4K1|ATF2|RAF1|MAP2K2|RAPGEF1|MAP3K7|LYN|PTPRC|CARD11|FYN|RELA|IKBKB|GSK3B|HCLS1|PDPK1|FOXO1|GTF2I|MAPK14,3.660599947
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS,11.3,0.003704918,PRKCQ|RGS3|PRKCD|PRKCA|STIM2|ARRB1|RGS14|ITPR1|YWHAZ|PRKACA|ATP2A2|PRKCH|ITPR3|PRKAR1B|CAMK2G|CAMK4|PRKAR1A,4.9026999474
WP_CAMKK2_PATHWAY,51.5,0.700553882,NFATC2|MAPK1|DNM1L|HDAC4|GIT1|RAF1|STIM1|CAMKK2|TSC1|SQSTM1|EP300|HMOX1|RELA|ARHGEF7|CAMK4|RPTOR|SIRT1,0.611800015
WP_CANCER_IMMUNOTHERAPY_BY_PD_1_BLOCKADE,47.8,0.0063964678,NFATC2|CD8A|NFATC3|STAT3|CD3E|NFKB1|LCK|CD3D|CD3G|ZAP70|NFATC1,3.5137999058
WP_CARDIAC_HYPERTROPHIC_RESPONSE,32.7,0.0063964678,NFATC2|HDAC7|MAPK1|NFKB1|PRKCA|MAP4K1|IKBKE|HDAC4|CDK7|RAF1|MAP2K2|MAP3K7|CDK9|IKBKB|GSK3B|PDPK1|MAP3K1|MAPK14,3.4616000652
WP_CELL_CYCLE,22.5,0.0567312891,CDK7|BUB1|RB1|ANAPC1|RBL1|SMC3|ANAPC2|STAG2|YWHAZ|EP300|RBL2|ORC6|GSK3B|HDAC1|PTTG1|CDC20|ABL1|ORC2|DBF4|TFDP1|ORC1|E2F1|CCNB2|MCM2|CHEK1|CDK1|CDC23,-2.701499939
WP_CHEMOKINE_SIGNALING_PATHWAY,12.7,0.003704918,SOS1|DOCK2|PXN|BRAF|MAPK1|STAT3|NFKB1|PRKCD|PREX1|ARRB1|RAF1|PAK1|PTK2B|LYN|STAT1|TIAM1|WAS|RELA|IKBKB|GSK3B|JAK3,6.3692998886
WP_CILIARY_LANDSCAPE,14.4,0.003704918,VIM|IQGAP2|RBM14|DYNC1LI1|DOCK5|WNK1|NFKB1|COPS5|RB1|NUP88|EIF5B|TBC1D4|CEP97|ARFGAP3|RAB14|CEP170|POM121|RAB8A|CREBBP|PGRMC2|EXOC7|IQGAP1|HDAC1|EXOSC9|MYL6|WDR26|SMC4|ARHGDIA|RPGR|RABEP2|MCM2,4.7547998428
WP_CIRCADIAN_RHYTHM_GENES,15.4,0.0467187852,PPP1CA|JUND|NFIL3|TOP2A|THRAP3|PPP1CB|NCOR1|HNRNPD|SUV39H2|PML|RELB|KDM5A|RBM4|SFPQ|EP300|NCOA2|EZH2|GSK3B|SIN3A|MYBBP1A|DYRK1A|SUV39H1|HDAC1|ARNT|MTA1|GFPT1|METTL3|SETX|RAI1|SIRT1|NONO,-2.6744000912
WP_CKAP4_SIGNALING_PATHWAY_MAP,17.1,0.003704918,VIM|CD74|MAPK1|NFKB1|PTK2B|MAP2K2|STAT1|SRC|TRAF1|RELA|GSK3B|BRCA1|ZEB1|E2F1|CCNB2|CASP4|CD44|MAPK14|CDK1,4.3036999702
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,29.4,0.996131528,STAT3|ACLY|LDHA|FASN|GAPDH|AKT1S1|MDH1|TSC2|PFKP|TSC1|SQSTM1|PBRM1|CREBBP|EP300|TPI1|PGM1|ARNT|ZEB1|SETD2|GPI|KSR1|RPTOR|PGM2|PGK1|ENO1,-0.0099999998
